Summary
Name,"JAA_CAL347.rslt"
Start time,2023 Jun 06 - 12:09
End time,2023 Jun 13 - 12:49
Operator,"JAA"
Results file path,"C:\Users\ge65ley\Desktop\Calorimetry_Results\AXD\Results_files\JAA_CAL347.rslt"
General Experiment Info
Bath temperature,20°C
,Sample - 25336:3
Total mass,6g
Name,"JAA_CAL347"
,Component - OPC
Mass,4g
Name,"OPC"
ID,"Karlstadt CEM I 52.5N 12.10.21"

"Time","Temperature [AmbientT(Therm3T)]","Temperature [Temperature]","Heat flow [Signal]","Heat [Signal]","Normalized heat flow [Signal]","Normalized heat [Signal]","Time markers"
-4334.7155084609985,25.59556238416045,20.00006808753732,NaN,NaN,NaN,NaN,""
-4334.673327207565,25.59572280196776,20.000067994099965,8.940080932900676E-07,NaN,2.235020233225169E-07,NaN,""
-4309.3795709609985,25.691916456388014,20.00001196490639,9.275631399059874E-07,NaN,2.3189078497649686E-07,NaN,""
-4262.8566217422485,25.661693033125182,19.99990891009309,9.8928112732263E-07,NaN,2.473202818306575E-07,NaN,""
-4225.283806800842,25.64505261264846,19.999811911485768,8.62304795247189E-07,NaN,2.1557619881179725E-07,NaN,""
-4164.044420957565,25.65842363431508,19.99965381486326,4.7102250876768516E-07,NaN,1.1775562719192129E-07,NaN,""
-4156.5905084609985,25.6600511232933,19.999634571718122,5.162309701807629E-07,NaN,1.2905774254519073E-07,NaN,""
-4124.2926568984985,25.667103043672327,20.000307959198658,7.121195289425035E-07,NaN,1.780298822356259E-07,NaN,""
-4100.3856744766235,25.672322899742806,20.00011740407767,7.346327728571982E-07,NaN,1.8365819321429955E-07,NaN,""
-4077.8571100234985,25.657057970825242,19.999937835897576,6.971184989073333E-07,NaN,1.7427962472683332E-07,NaN,""
-4071.1733272075653,25.65142665120245,19.999884561543634,6.859887502675553E-07,NaN,1.7149718756688882E-07,NaN,""
-4065.2045772075653,25.646397771610722,19.999839108956742,5.39429048062503E-07,NaN,1.3485726201562574E-07,NaN,""
-4059.2358272075653,25.641368892019003,19.999824929985422,3.928693458574506E-07,NaN,9.821733646436265E-08,NaN,""
-4025.266466856003,25.653903053266518,19.99974423459924,3.0356007261206685E-07,NaN,7.589001815301671E-08,NaN,""
-4002.9030084609985,25.885324361292206,19.999691109433122,2.4476402241151185E-07,NaN,6.119100560287796E-08,NaN,""
-3964.3483209609985,25.72134359326485,19.99959952144428,1.4339940779434251E-07,NaN,3.584985194858563E-08,NaN,""
-3944.1384150981903,25.7297391199383,19.99976377225532,9.026528968658124E-08,NaN,2.256632242164531E-08,NaN,""
-3917.3100459575653,25.781447503013425,19.999981812924094,-1.957621847989801E-07,NaN,-4.894054619974502E-08,NaN,""
-3906.1733272075653,25.80291215918788,20.000072323740888,-3.414591087545094E-08,NaN,-8.536477718862735E-09,NaN,""
-3892.217638731003,25.829810032928943,20.000123469775154,-1.1440095514225171E-07,NaN,-2.8600238785562927E-08,NaN,""
-3878.2619502544403,25.815274763184174,20.00010611803096,-1.9465599940905248E-07,NaN,-4.866399985226312E-08,NaN,""
-3840.6733272075653,25.73223042344575,20.000059382380986,-3.1473132811372377E-07,NaN,-7.868283202843094E-08,NaN,""
-3835.0541865825653,25.729219449047275,20.000052395847078,-1.5224577530986864E-07,NaN,-3.806144382746716E-08,NaN,""
-3829.4350459575653,25.731455561936293,20.000045409313174,1.0239777493986481E-08,NaN,2.5599443734966202E-09,NaN,""
-3796.7123897075653,25.74447740251418,20.000004723741725,-5.727893923247544E-08,NaN,-1.431973480811886E-08,NaN,""
-3772.968316078186,25.75392625468282,19.999975201651683,-9.892169442146645E-08,NaN,-2.4730423605366612E-08,NaN,""
-3755.401909828186,25.778647092659366,20.0000181989098,-3.9076412208559216E-08,NaN,-9.769103052139804E-09,NaN,""
-3742.2280147075653,25.81413108720525,20.000050444627046,1.311379496978004E-07,NaN,3.27844874244501E-08,NaN,""
-3728.9233272075653,25.84996737209762,20.00008301048454,-1.2778571153238221E-08,NaN,-3.1946427883095554E-09,NaN,""
-3713.3295772075653,25.891969265606228,20.00012117927583,9.068624758254592E-08,NaN,2.267156189563648E-08,NaN,""
-3706.4389522075653,25.889337919742786,20.000138045445123,-6.504149999505079E-09,NaN,-1.6260374998762698E-09,NaN,""
-3699.5483272075653,25.881387114770916,20.000154911614416,-1.0369454758155608E-07,NaN,-2.592363689538902E-08,NaN,""
-3673.9819209575653,25.8518871042602,20.000217490456848,5.3428177000168123E-08,NaN,1.3357044250042031E-08,NaN,""
-3660.4852838516235,25.83631389727165,20.000250526149014,-9.874875671342419E-08,NaN,-2.4687189178356047E-08,NaN,""
-3648.4335260391235,25.82240787627422,20.000212295519802,-2.0636869956256104E-07,NaN,-5.159217489064026E-08,NaN,""
-3625.7983272075653,25.796290063824806,20.000140492061156,-1.8779137989174624E-08,NaN,-4.694784497293656E-09,NaN,""
-3612.6186397075653,25.781082571775432,20.000098683409355,-2.3962929508883683E-07,NaN,-5.990732377220921E-08,NaN,""
-3602.023148536682,25.76885687615553,20.000065072354392,-2.557943358943656E-07,NaN,-6.39485839735914E-08,NaN,""
-3591.911820411682,25.76506932942087,20.000032997163167,-2.668891471289656E-07,NaN,-6.67222867822414E-08,NaN,""
-3544.0483272075653,25.747140407012896,19.999881164418937,8.829853932983598E-08,NaN,2.2074634832458994E-08,NaN,""
-3504.8823115825653,25.732469424847515,19.99975692184417,-2.8796109232811577E-07,NaN,-7.199027308202894E-08,NaN,""
-3463.8920772075653,25.71711511862377,19.999626892476165,-2.058461790608182E-08,NaN,-5.146154476520455E-09,NaN,""
-3443.1733272075653,25.70935419612787,19.999561168383355,-2.6955912890692384E-07,NaN,-6.738978222673096E-08,NaN,""
-3442.4830865859985,25.70909564269354,19.999558978799588,-2.642800138133426E-07,NaN,-6.607000345333565E-08,NaN,""
-3430.9819209575653,25.704787484380184,19.99969986559222,-1.763165193945107E-07,NaN,-4.407912984862768E-08,NaN,""
-3408.4077022075653,25.69633153206046,19.99997639489182,-4.631584012203507E-07,NaN,-1.1578960030508767E-07,NaN,""
-3402.2280147075653,25.694016716941963,20.000043203827303,-3.878433887558098E-07,NaN,-9.696084718895245E-08,NaN,""
-3396.0483272075653,25.69170190182346,20.00002373751492,-3.1252837629126884E-07,NaN,-7.813209407281721E-08,NaN,""
-3364.4702022075653,25.67987322583235,19.999924264904735,-4.985075913651941E-07,NaN,-1.2462689784129853E-07,NaN,""
-3340.7133662700653,25.67097428345123,19.999849429730688,-8.813579265479573E-07,NaN,-2.2033948163698931E-07,NaN,""
-3330.3463678359985,25.667090966583082,19.999816773187778,-8.715713823119779E-07,NaN,-2.1789284557799448E-07,NaN,""
-3321.3590631484985,25.71980610815075,19.99978232003009,-8.630872819770711E-07,NaN,-2.1577182049426778E-07,NaN,""
-3312.3717584609985,25.772521249718416,19.99973877303636,-8.546031816421643E-07,NaN,-2.1365079541054108E-07,NaN,""
-3292.3032100200653,25.609410986852545,19.99964153309808,-8.356582827576718E-07,NaN,-2.0891457068941795E-07,NaN,""
-3281.9946162700653,25.66216765358114,19.999591583943918,-6.432117972573721E-07,NaN,-1.6080294931434302E-07,NaN,""
-3263.8608272075653,25.768473428398032,19.999503718668837,-3.0468027118167446E-07,NaN,-7.617006779541862E-08,NaN,""
-3250.7084834575653,25.771152424656464,19.999439990437658,-2.859171848978489E-07,NaN,-7.147929622446222E-08,NaN,""
-3237.5561397075653,25.77344924495965,19.999477043281978,-2.6715409861402334E-07,NaN,-6.678852465350583E-08,NaN,""
-3193.1569147109985,25.78120277112624,20.00000801947455,-8.921178264424669E-08,NaN,-2.2302945661061673E-08,NaN,""
-3190.7905147075653,25.78161602032932,20.00000841418751,-7.972777257077455E-08,NaN,-1.9931943142693636E-08,NaN,""
-3185.0866022109985,25.782612106067248,20.000009365593936,-1.6170010878716812E-07,NaN,-4.042502719679203E-08,NaN,""
-3179.4342584609985,25.77920204747072,20.00001030839875,-2.4190797312477296E-07,NaN,-6.047699328119324E-08,NaN,""
-3143.9125850200653,25.757771824321168,20.00001623337542,-4.7482890100955885E-08,NaN,-1.1870722525238971E-08,NaN,""
-3121.2202022075653,25.74408151132745,20.0000200184403,-3.0538671350156426E-07,NaN,-7.634667837539106E-08,NaN,""
-3104.3530147075653,25.733905538266065,20.00002283186891,2.8791775768826066E-08,NaN,7.1979439422065165E-09,NaN,""
-3094.4233272075653,25.727914958478657,20.000024488130034,-2.201115658007938E-07,NaN,-5.502789145019845E-08,NaN,""
-3079.2436397075653,25.718757054051476,20.000027020085472,6.705352589974318E-08,NaN,1.6763381474935796E-08,NaN,""
-3062.4283990859985,25.708612420538287,20.0000298248494,-7.345122008066944E-08,NaN,-1.836280502016736E-08,NaN,""
-3051.0807428359985,25.701766380301294,20.000027861947945,-2.6669551604818548E-08,NaN,-6.667387901204637E-09,NaN,""
-3043.4702022075653,25.697174941662368,20.000026545487444,1.0683732690442938E-07,NaN,2.6709331726107345E-08,NaN,""
-3034.1869990825653,25.69640720260632,20.000024939692153,4.519092251016083E-08,NaN,1.1297730627540207E-08,NaN,""
-3024.9037959575653,25.69655296304674,20.00002333389687,-1.6455481884107717E-08,NaN,-4.113870471026929E-09,NaN,""
-2990.7690303325653,25.697088930902254,20.000017429313612,2.774870510884885E-07,NaN,6.937176277212213E-08,NaN,""
-2957.5678584575653,25.697610239912716,20.00001168622208,-1.2959592585143366E-07,NaN,-3.2398981462858416E-08,NaN,""
-2943.6733272075653,25.697828405234226,20.00000928276581,3.075090995267139E-08,NaN,7.687727488167848E-09,NaN,""
-2906.7875850200653,25.698407567615376,20.00000290232254,-5.230189441681171E-09,NaN,-1.3075473604202927E-09,NaN,""
-2901.6950006484985,25.69848752895317,20.000002021414527,3.0146022498669324E-08,NaN,7.536505624667331E-09,NaN,""
-2890.3160943984985,25.698666195127352,19.99985461599401,1.0919087866185423E-07,NaN,2.7297719665463557E-08,NaN,""
-2880.1183404922485,25.688382655606066,19.999722511539517,4.7784122770452624E-08,NaN,1.1946030692613156E-08,NaN,""
-2869.7358272075653,25.677912802472243,19.999588013662205,-9.894972496205538E-08,NaN,-2.4737431240513844E-08,NaN,""
-2853.0084772109985,25.66104473854783,19.999371323058888,6.901423866558237E-09,NaN,1.7253559666395593E-09,NaN,""
-2841.8092584609985,25.6497513096534,19.99941373206642,2.044457411808502E-08,NaN,5.111143529521255E-09,NaN,""
-2830.8092584609985,25.638658775378296,19.999455386675834,-2.401533068911532E-08,NaN,-6.00383267227883E-09,NaN,""
-2820.1881647109985,25.673422772295098,19.99949560644963,-1.4099369805603412E-08,NaN,-3.524842451400853E-09,NaN,""
-2805.8842647075653,25.72024099528815,19.99954977221034,5.604978044587082E-08,NaN,1.4012445111467706E-08,NaN,""
-2778.9448115825653,25.808416760178453,19.99965178606469,-4.992409877270843E-07,NaN,-1.2481024693177109E-07,NaN,""
-2770.5590693950653,25.799354839065494,19.99968354104792,-4.4684480890815825E-07,NaN,-1.1171120222703956E-07,NaN,""
-2762.1733272075653,25.77072087486355,19.999715296031145,-3.9444863008923216E-07,NaN,-9.861215752230804E-08,NaN,""
-2729.9081904888153,25.660548304670208,19.999837477091855,-7.014048983828142E-07,NaN,-1.7535122459570354E-07,NaN,""
-2702.0488154888153,25.680982129450584,19.999754955862933,-5.749963237162892E-07,NaN,-1.437490809290723E-07,NaN,""
-2674.9564752578735,25.760020087659,19.999659035630074,-4.5206807737286264E-07,NaN,-1.1301701934321566E-07,NaN,""
-2637.99315738678,25.774171983620725,19.999528167272917,-2.198732333024079E-07,NaN,-5.496830832560198E-08,NaN,""
-2599.0104303359985,25.78909703714137,19.999671060412062,9.673722325394572E-08,NaN,2.418430581348643E-08,NaN,""
-2560.0277032852173,25.80402209066202,19.999903494735655,1.9823567356664364E-07,NaN,4.955891839166091E-08,NaN,""
-2556.2545709609985,25.805466684361328,19.99992599201909,1.8375982003153036E-07,NaN,4.593995500788259E-08,NaN,""
-2534.6733272075653,25.74600934948333,19.999998840401567,1.0096205498231147E-07,NaN,2.5240513745577866E-08,NaN,""
-2508.9857721328735,25.67523893505668,19.999864893186423,NaN,NaN,NaN,NaN,""
-2460.9967584609985,25.78601742832592,19.999614655484926,NaN,NaN,NaN,NaN,""
-2429.361626625061,25.744532284467358,19.999789556248004,NaN,NaN,NaN,NaN,""
-2415.779595375061,25.69397738325157,19.999864647056604,NaN,NaN,NaN,NaN,""
-2378.2606744766235,25.696482722433302,20.0000233932488,NaN,NaN,NaN,NaN,""
-2333.4197931289673,25.699476988107616,19.999987727717865,NaN,NaN,NaN,NaN,""
-2277.7758111953735,25.773555965630663,19.99994346961902,NaN,NaN,NaN,NaN,""
-2252.185112953186,25.747273236701176,19.999914311154406,NaN,NaN,NaN,NaN,""
-2226.5944147109985,25.72099050777169,19.999848334643655,NaN,NaN,NaN,NaN,""
-2208.7155084609985,25.88165084516891,19.999802240244854,NaN,NaN,NaN,NaN,""
-2183.3268365859985,25.731345100664292,19.99973678458721,NaN,NaN,NaN,NaN,""
-2144.295159339905,25.727377470936965,19.999929641589354,NaN,NaN,NaN,NaN,""
-2115.23436832428,25.724423397054714,20.000058945349963,NaN,NaN,NaN,NaN,""
-1948.0010919570923,25.707423878573113,19.999834519586777,NaN,NaN,NaN,NaN,""
-1871.3197259902954,25.71763972355763,19.999907233858373,NaN,NaN,NaN,NaN,""
-1794.6383600234985,25.731024411371124,19.999979948129965,NaN,NaN,NaN,NaN,""
-1767.1881647109985,25.7358158269914,20.000502006526975,NaN,NaN,NaN,NaN,""
-1737.1705865859985,25.7410553777878,19.999785180806533,NaN,NaN,NaN,NaN,""
-1667.6002740859985,25.753198835356134,20.00000208375227,NaN,NaN,NaN,NaN,""
-1638.5587701797485,25.740249412277358,19.99989706171197,NaN,NaN,NaN,NaN,""
-1609.5172662734985,25.724858417645876,19.999792039671668,NaN,NaN,NaN,NaN,""
-1561.7155084609985,25.699525136000315,20.000262532013217,NaN,NaN,NaN,NaN,""
-1512.4391412734985,25.673410362285768,19.99977431146833,NaN,NaN,NaN,NaN,""
-1458.059105873108,25.71842036885206,19.999801279667324,NaN,NaN,NaN,NaN,""
-1423.632348060608,25.761881717485704,19.999818352617872,NaN,NaN,NaN,NaN,""
-1373.488305091858,25.73501351449454,19.999808905030793,NaN,NaN,NaN,NaN,""
-1323.344262123108,25.71263696624959,19.999776778386657,NaN,NaN,NaN,NaN,""
-1277.8883600234985,25.754691811617757,19.999747655374147,NaN,NaN,NaN,NaN,""
-1253.6456842422485,25.749272135737282,19.999944321814382,NaN,NaN,NaN,NaN,""
-1229.4030084609985,25.64460749622032,20.000140988254614,NaN,NaN,NaN,NaN,""
-1213.2428522109985,25.663885998874147,19.999995611695898,NaN,NaN,NaN,NaN,""
-1193.8678522109985,25.70904345523301,19.999821314443967,NaN,NaN,NaN,NaN,""
-1168.3829889297485,25.697360806504676,19.99969166463982,NaN,NaN,NaN,NaN,""
-1119.9186334609985,25.675144009241997,19.999736025798516,NaN,NaN,NaN,NaN,""
-1034.1386041641235,25.728707270117734,19.999814543328682,NaN,NaN,NaN,NaN,""
-933.4920129776001,25.791553595354117,19.999950532876973,NaN,NaN,NaN,NaN,""
-868.0201959609985,25.753917851090147,20.00003899571229,NaN,NaN,NaN,NaN,""
-830.3286828994751,25.82874815923946,20.000089922939683,NaN,NaN,NaN,NaN,""
-797.7505578994751,25.851417707581497,20.00000294807473,NaN,NaN,NaN,NaN,""
-770.8693170547485,25.683943539746082,19.99993118236408,NaN,NaN,NaN,NaN,""
-712.7623834609985,25.798981637529916,19.999776052420223,NaN,NaN,NaN,NaN,""
