Summary
Name,"JAA_CAL349.rslt"
Start time,2023 Jun 06 - 12:14
End time,2023 Jun 13 - 12:52
Operator,"JAA"
Results file path,"C:\Users\ge65ley\Desktop\Calorimetry_Results\AXD\Results_files\JAA_CAL349.rslt"
General Experiment Info
Bath temperature,20°C
,Sample - 25336:5
Total mass,6g
Name,"JAA_CAL349"
,Component - OPC
Mass,4g
Name,"OPC"
ID,"Karlstadt CEM I 52.5N 12.10.21"

"Time","Temperature [AmbientT(Therm3T)]","Temperature [Temperature]","Heat flow [Signal]","Heat [Signal]","Normalized heat flow [Signal]","Normalized heat [Signal]","Time markers"
-4046.069986104965,25.601937146709094,19.999704631930445,NaN,NaN,NaN,NaN,""
-4046.0690462589264,25.601938919399757,19.999704633576723,4.4932120034827693E-07,NaN,1.1233030008706923E-07,NaN,""
-4028.581704854965,25.634922669515813,19.99973526520793,-1.3439392722404988E-07,NaN,-3.359848180601247E-08,NaN,""
-4020.017251729965,25.768728365306778,19.999750267097788,-3.3060724752914994E-07,NaN,-8.265181188228748E-08,NaN,""
-4011.452798604965,25.90253406109774,19.999765268987645,-4.768641793362846E-07,NaN,-1.1921604483407115E-07,NaN,""
-4000.148111104965,25.801700753756414,19.999785070798016,-6.672055205886815E-07,NaN,-1.6680138014717037E-07,NaN,""
-3988.843423604965,25.700867446415092,19.99980487260839,-1.930442289868588E-07,NaN,-4.82610572467147E-08,NaN,""
-3978.553384542465,25.712624063735056,19.99982289711391,1.454212058389138E-07,NaN,3.635530145972845E-08,NaN,""
-3966.3815462589264,25.726530681961762,19.999844217865466,-4.129448334692355E-07,NaN,-1.0323620836730887E-07,NaN,""
-3940.484620809555,25.75611854265138,19.99988958011073,3.2365853892661213E-07,NaN,8.091463473165303E-08,NaN,""
-3925.262941122055,25.773509678094705,19.999907016287267,3.353347981749881E-07,NaN,8.383369954374703E-08,NaN,""
-3906.544191122055,25.770341792335543,19.999928458298683,1.2905459665167692E-07,NaN,3.226364916291923E-08,NaN,""
-3887.825441122055,25.765359996656557,19.999949900310096,6.220063552710159E-08,NaN,1.5550158881775398E-08,NaN,""
-3840.2877962589264,25.752708359460257,20.000004353877976,1.5921204146914076E-07,NaN,3.980301036728519E-08,NaN,""
-3812.5690462589264,25.74533130976533,20.00003610523711,-5.342700165009164E-07,NaN,-1.335675041252291E-07,NaN,""
-3802.2252962589264,25.742578431017847,20.00004795382773,6.14158335210063E-07,NaN,1.5353958380251576E-07,NaN,""
-3789.5788118839264,25.743821888377056,20.000062440161607,4.585693407532145E-07,NaN,1.1464233518830363E-07,NaN,""
-3776.9323275089264,25.768701754090575,20.00007692649549,3.02980346296366E-07,NaN,7.57450865740915E-08,NaN,""
-3715.28263258934,25.88998732922723,20.00014754517794,2.0217670433808058E-07,NaN,5.0544176084520146E-08,NaN,""
-3690.663162469864,25.817010396710785,20.00017574636441,1.6192131857561273E-07,NaN,4.048032964390318E-08,NaN,""
-3669.7448275089264,25.77095387939818,20.00019970796318,-1.390826873950103E-08,NaN,-3.4770671848752575E-09,NaN,""
-3626.688638448715,25.828871538937452,20.00024902809926,-3.7581814196581425E-07,NaN,-9.395453549145356E-08,NaN,""
