Summary
Name,"JAA_CAL345.rslt"
Start time,2023 Jun 06 - 12:07
End time,2023 Jun 13 - 12:47
Operator,"JAA"
Results file path,"C:\Users\ge65ley\Desktop\Calorimetry_Results\AXD\Results_files\JAA_CAL345.rslt"
General Experiment Info
Bath temperature,20°C
,Sample - 25336:1
Total mass,6g
Name,"JAA_CAL345"
,Component - OPC
Mass,4g
Name,"OPC"
ID,"Karlstadt CEM I 52.5N 12.10.21"

"Time","Temperature [AmbientT(Therm3T)]","Temperature [Temperature]","Heat flow [Signal]","Heat [Signal]","Normalized heat flow [Signal]","Normalized heat [Signal]","Time markers"
-4446.525039196014,25.677304351382336,20.000243179980533,NaN,NaN,NaN,NaN,""
-4445.525039196014,25.67813953448467,20.00023147469023,9.154688552078415E-07,NaN,2.2886721380196038E-07,NaN,""
-4437.150039196014,25.685134192966714,20.00013344288395,1.0862724891385116E-06,NaN,2.715681222846279E-07,NaN,""
-4403.967422008514,25.712847754132916,19.999745030716788,9.806324753997717E-07,NaN,2.4515811884994294E-07,NaN,""
-4386.679214000702,25.705233465463348,19.999790538455123,1.13963744127518E-06,NaN,2.84909360318795E-07,NaN,""
-4372.311172008514,25.697874957842483,19.99982835944241,1.2711022024557278E-06,NaN,3.1777555061393195E-07,NaN,""
-4320.866958141327,25.671528108355474,19.999963776012034,1.251344456001329E-06,NaN,3.128361140003323E-07,NaN,""
-4259.791579723358,25.64423684622957,19.999810869522378,1.2278877491984218E-06,NaN,3.0697193729960544E-07,NaN,""
-4251.686782360077,25.644489601635676,19.999790578594244,1.2247750078553156E-06,NaN,3.061937519638289E-07,NaN,""
-4205.987929821014,25.645914761514966,19.99967616831462,6.057000028387981E-07,NaN,1.5142500070969952E-07,NaN,""
-4184.087539196014,25.6465977449232,19.999621339152043,7.834220206950813E-07,NaN,1.9585550517377033E-07,NaN,""
-4163.022109508514,25.647254689322516,20.000034772814473,9.543683172784168E-07,NaN,2.385920793196042E-07,NaN,""
-4145.529433727264,25.647800214173138,20.00027948907431,8.975800393975268E-07,NaN,2.243950098493817E-07,NaN,""
-4126.653945446014,25.648388863277127,20.00012903232316,8.363025946510768E-07,NaN,2.090756486627692E-07,NaN,""
-4111.650039196014,25.648856773608177,20.00000943600039,1.018566462665694E-06,NaN,2.546416156664235E-07,NaN,""
-4090.3934473991394,25.649519679570062,19.99983999944359,6.433202457201447E-07,NaN,1.6083006143003617E-07,NaN,""
-4073.3651270866394,25.650050723077122,19.999799550324003,4.099519976570276E-07,NaN,1.024879994142569E-07,NaN,""
-4044.9820704460144,25.650935874264263,19.99973212913205,3.602323638732761E-07,NaN,9.005809096831902E-08,NaN,""
-4041.6812891960144,25.69573731933994,19.999724288447055,3.5445026517163816E-07,NaN,8.861256629290954E-08,NaN,""
-4028.2750391960144,25.87770011164732,19.999692443203394,-3.5791876541248595E-08,NaN,-8.947969135312149E-09,NaN,""
-4021.9156641960144,25.860678679420598,19.999677337126272,5.2775790030742195E-08,NaN,1.3193947507685549E-08,NaN,""
-4015.5562891960144,25.83362992598833,19.99966223104915,1.4134345660273299E-07,NaN,3.5335864150683246E-08,NaN,""
-3989.1578516960144,25.721347692760272,19.999599524127042,-5.4455237833972883E-08,NaN,-1.3613809458493221E-08,NaN,""
-3972.8541407585144,25.72221338539095,19.999732027851664,-7.962852826803869E-08,NaN,-1.9907132067009673E-08,NaN,""
-3925.0753321647644,25.814299919567922,20.000120336385894,1.9193198702807518E-08,NaN,4.7982996757018795E-09,NaN,""
-3895.3314356803894,25.798177593190566,20.00009649522886,-9.451636064157343E-08,NaN,-2.3629090160393356E-08,NaN,""
-3865.5875391960144,25.73246699653621,20.000059513330207,-2.0822591998595437E-07,NaN,-5.205647999648859E-08,NaN,""
-3857.6383204460144,25.730057873291106,20.000049629715853,-4.098017336950009E-08,NaN,-1.0245043342375022E-08,NaN,""
-3849.6891016960144,25.733149484637657,20.000039746101503,1.262655732469542E-07,NaN,3.156639331173855E-08,NaN,""
-3828.8687891960144,25.74124692369274,20.000013859288487,-6.567720131969884E-08,NaN,-1.641930032992471E-08,NaN,""
-3815.7984766960144,25.746330231587358,19.999997608392356,1.1155826176205773E-07,NaN,2.7889565440514434E-08,NaN,""
-3797.777846813202,25.75333881765975,19.999975202548242,-2.0987270268578283E-07,NaN,-5.246817567144571E-08,NaN,""
-3784.530776500702,25.766301749491728,20.000007632374217,-3.1281688580048086E-07,NaN,-7.820422145012021E-08,NaN,""
-3773.8375391960144,25.79526481408489,20.000033810224622,-2.0485223881147168E-07,NaN,-5.121305970286792E-08,NaN,""
-3760.2516016960144,25.832062873845402,20.000067069623,-4.6041976689447716E-07,NaN,-1.1510494172361929E-07,NaN,""
-3743.2750391960144,25.87804457819249,20.00010862952678,-2.567120148515187E-07,NaN,-6.417800371287968E-08,NaN,""
-3734.1500391960144,25.89269265168845,20.00013096821413,-3.903410646477259E-07,NaN,-9.758526616193148E-08,NaN,""
-3725.0250391960144,25.882162902547055,20.00015330690148,-5.239701144439331E-07,NaN,-1.3099252861098328E-07,NaN,""
-3712.1187891960144,25.867269798453233,20.00018490237366,-1.519704670417064E-07,NaN,-3.79926167604266E-08,NaN,""
-3682.6995997428894,25.833321668602867,20.000242331040713,-1.8628720952091472E-07,NaN,-4.657180238022868E-08,NaN,""
-3653.2804102897644,25.7993735387525,20.000149002793677,-2.2060395200012302E-07,NaN,-5.5150988000030756E-08,NaN,""
-3626.832679271698,25.768854308836957,20.000065101081226,4.3374200509635795E-08,NaN,1.0843550127408949E-08,NaN,""
-3626.4976954460144,25.768747724454244,20.000064038392082,4.6717716494587445E-08,NaN,1.1679429123646861E-08,NaN,""
-3618.0250391960144,25.76605191418783,20.00003716007999,-1.8575242746128387E-07,NaN,-4.643810686532097E-08,NaN,""
-3596.5797266960144,25.759228494011438,19.999969127837772,2.485932261286878E-08,NaN,6.214830653217195E-09,NaN,""
-3571.2359766960144,25.751164677963263,19.999888728350065,-5.079003136077343E-07,NaN,-1.2697507840193357E-07,NaN,""
-3550.0250391960144,25.74441583068497,19.999821439629617,-2.100066102683159E-07,NaN,-5.2501652567078974E-08,NaN,""
-3536.9234766960144,25.74024720568103,19.99977987676251,-3.597099287751763E-07,NaN,-8.992748219379408E-08,NaN,""
-3522.1656641960144,25.735551598863836,19.999733059674877,-1.6389424416426185E-07,NaN,-4.0973561041065463E-08,NaN,""
-3495.8609766960144,25.727182033933445,19.9996496117479,-3.7403933268508654E-07,NaN,-9.350983317127163E-08,NaN,""
-3484.6812891960144,25.723624906693942,19.99961414575933,-1.442479128717681E-07,NaN,-3.606197821794202E-08,NaN,""
-3469.9000391960144,25.718921842586937,19.99956725431952,-3.7463991431492937E-07,NaN,-9.365997857873234E-08,NaN,""
-3467.2926173210144,25.718092219095546,19.999558982639797,-3.7182685762360773E-07,NaN,-9.295671440590193E-08,NaN,""
-3438.5435938835144,25.70894492098202,19.999911154898594,-3.408105370483956E-07,NaN,-8.52026342620989E-08,NaN,""
-3419.8155665397644,25.702986080343006,20.000020490925912,-3.1643375781551973E-07,NaN,-7.910843945387993E-08,NaN,""
